"Смартфон Black Shark 5 Pro 12/256 ГБ Global, Dual nano SIM, звездный черный",,https://market.yandex.ru/product/1742785833?offerid=gOVFcQAD42tiWayxyCjB1w&sku=101699409808&cpc=FeUqkPRRs9M5eUrNPDFze0x5N3VYcGQ-1h1hEwo56_2DEHZRQHyhmCy-IoXdXE1LkzmagSaJqrPYXHYJUIGH8GI1CgXFOxlVcKhXPRRAt3qEENggNF7Qu2QFSfc9WENiMGlrDoDRo-1h_Mc_L-voh4t3N60i-dmt2UJlnESJ_Z_6PvLqn_nqujzrrEjtQxU7XPlpB9gUJyg&resale_goods=resale_resale&resale_goods_condition=resale_well,0,Электроника>Смартфоны и гаджеты>Смартфоны>Black,4.7,64
"Смартфон Apple iPhone 6 64 ГБ RU, 1 SIM, серый космос",,https://market.yandex.ru/product/1724554654?offerid=vduCkrCLCgoXfGK__rKOWA&sku=100235864733&cpc=FeUqkPRRs9OZ354JfN1kzLvsOjwEoOi9lETY0ftC2q40hTH51YQS9lc0Uzf2nAaRCZkrdNtQe45rXjhw_5OiTajJnnt9jg0hEFxn45MnUo502tTahdx7uf-RgLowCYDJ3SeQ2lTkdZ_b0BpH1-IHgpkFTL5CLuvpFxoVzBdfl6lSHlOyzmKj4sX8-FDazBoKP7QBgog0t4E&resale_goods=resale_resale&resale_goods_condition=resale_well,0,Электроника>Смартфоны и гаджеты>Смартфоны>Apple,3.6,371
"Смартфон Sharp Aquos R5G 12/256 ГБ Global, 2 nano SIM, землисто-голубой",24100,https://market.yandex.ru/product/1824782454?offerid=bnC6keslIHeOgCViKJneuQ&sku=101971303050&cpc=FeUqkPRRs9OtYyhauq0HzgxqeH7kWwav3CL_sC-R8Xdf33G9oBLF0dZ7tQHegxgg6wc_h3Ah7jmrHXFJMOl7-c_tNY-MT1jos4rSMEhBhGXsJwG7t0vKXoZsIq5uIamRNg5HjcSIGOIMHUG31a8GgNHo_sY1LQmT_mlA5-7uWyM56voFhe4AQYJ5aXBbLIiRM91C7MNkev4&resale_goods=resale_resale&resale_goods_condition=resale_excellent,1,Электроника>Смартфоны и гаджеты>Смартфоны>Sharp,5.0,1
Кнопочный телефон Maxvi P1 Красный,590,https://market.yandex.ru/product/1804978426?offerid=FlURCpwSRKqeMtUaHYF_7w&sku=101897779350&cpc=FeUqkPRRs9NpgnB_KMTtYI7yUg-hYkYb5wVV-UFMEp_iHtAZiIN_U67X0e9z8AiFNtTvna4sV0BdeuD4fSsihmUghy00F7DWe0ZXXWKAgEUz-NbGDO6On2ahi_t7LpeP3-bUJ_So_UxBbgZkZtTLtNuS482Zk9JZM8x0AV9N2r8VlFu8h39AEWBoB-SVF8FDI-SGmitQKZn_jnihCGnE4JSTfgQG4wVKv6QM9Kp-4jQ_EkvWz4I7lH_GUGahwtGMY1QmLeusxXHfjGlbJ4KQUg&resale_goods=resale_resale&resale_goods_condition=resale_excellent,7,Электроника>Смартфоны и гаджеты>Смартфоны>Maxvi,0,0
"Смартфон TECNO Spark 10 Pro 8/256 ГБ, Dual nano SIM, pearl white",14650,https://market.yandex.ru/product/1828753655?offerid=dYNYePi1cKGjkJihHDBL0Q&sku=102034452739&cpc=FeUqkPRRs9OUEZnk0dFscdHTMzq6HZ-uaH_-wWgrsosRjTWApV_XpKZbtCT51rb1trx8j9CPW6BfIjLB4_vWkgUvlTITi5jJ3UeNfDm00E2GgMQmiY-ohn1Rfi74cLd09qIzijk3FgNQLTsi3y5J4B4DGbChlz2uHtDUGA4BpKiSLSbIo8_7irCznyHUkCh0nchtilL8jpndSFngQj6d4CqRlUzE3NpvfUj_15XuUVyz6dB966zNni2JnJeHFcXVvSmiYRRt_3Y,32,Электроника>Смартфоны и гаджеты>Смартфоны>TECNO,4.8,443
"Смартфон F+ SA55 2/16 ГБ, 2 nano SIM, синий",2990,https://market.yandex.ru/product/1835625114?offerid=4b5Pv-npj6kCiZ8XtlWzSA&sku=101994574096&cpc=FeUqkPRRs9O-RHW8_T9kpwEZOmNwTLMJ4ALRxW2MNbUL1L9SIR2vkxo7SA9vL2O9ltDsXAiqC2PmHTl532n8ZS2hpFRIasgCz07KHk9hREeoGmMmAZoyZZ0AwSMZKWMRhtRRk9wz2WGeCtAidq_QV0d5JYTWqX2bUV8iC6LPQZVgdDkyUefFgAkwLT_Iz9St5QMKuGD5RYAJGHrACuLZid1Wf4J3dY6vgOQZPqRaj2_j4vSZTlVvR0EhTnfqagnSxiMu4OJahP-jGnkgEPAd7g,95,Электроника>Смартфоны и гаджеты>Смартфоны>F+,4.6,21
Смартфон Tecno Pova 4 8/128 ГБ серый,15090,https://market.yandex.ru/product/1848025812?offerid=rxC5nz9wC4cQqwqSD5yEsQ&sku=102002842572&cpc=FeUqkPRRs9Mzo2bMxxUg6QN7TRozRyHXRganeXpNZhb1u2UrVTp3tBub0imBZKWuqtVlXbmjP9HIH6sAOsKiSA8uwzI6m0AAFyKV9DJiGg3lLYoHL4mzOP8lNfD3t2kNL_tq0UkYNSJCS0EpSJ__rQ3j5FOGi8HdTJNMgg4D6SvLg-JbTMGwt1RY06t2VAaETxjq-hRhGJH-dBY9ySciUTFaCJjHELOnjoTKTdnWQ3ARRwmdPP0uA4k-ZoCrX87xwnUSfFxOxu6_bVeBdNSCHA&resale_goods=resale_resale&resale_goods_condition=resale_well,2,Электроника>Смартфоны и гаджеты>Смартфоны>Tecno,5.0,0
"Смартфон Xiaomi POCO X5 Pro 5G 6/128 ГБ RU, Dual nano SIM, синий",33833,https://market.yandex.ru/product/1809700208?offerid=qH0fp7XjZ9uNuouiE2A_JQ&sku=101910949098&cpc=FeUqkPRRs9M2AuAXVv06rvRxvIaJSc0xTk29FQQycGPRQTeJQAzQ4Ud1wp5xWa1yA65yUUoa8omkW2MyGdc3M7Scxl7Ch6j2I6gXkaUjKnx_xfn3zTc8mb-XUwJwMQ0zmreTjawe5HpWvxweC7ddHpx9W18n51q49VctElBMwN3kVSU055PZJ5i5ttL1YqMN-rPJcQMVeRE,1,Электроника>Смартфоны и гаджеты>Смартфоны>Xiaomi,4.9,991
Смартфон TECNO Spark 10,10189,https://market.yandex.ru/product/1827560684?hid=91491&nid=34512430,1,Электроника>Смартфоны и гаджеты>Смартфоны>TECNO,5,425
"Смартфон realme 11 Pro+ 12/512 ГБ RU, Dual nano SIM, бежевый",34990,https://market.yandex.ru/product/1866606551?offerid=FNsYQJditM8BXCvzE4Sq2A&sku=102030493789&cpc=FeUqkPRRs9N4YRjsMzLUkELwkcqd0BIne8vXH_1eJWH9wx7g9JmFm9w_glo74YNbuS45hNOb7NlVBZwTszBuIc_WD5vxK9IAJ-vwuAJQNwLw8HITKPXkY7OdQoCZFJd4b8nj3EP9OksZ0Eh1deuvs7zro7nYifWNVfL-7YfNZN4iu5nMMxTY8NKP-rS_ViCo_1Sz-WDigiX-WCD4sO1A_UzxlP4bRqoLDnJgEgojD4FS4r5dvw96AdObnGQyPxsbCPl9Pbdi6Pn4G257ACaWuw,98,Электроника>Смартфоны и гаджеты>Смартфоны>realme,4.9,284
"Телефон SENSEIT P9, 1 SIM, черный",3630,https://market.yandex.ru/product/8218294?offerid=lLmTgmi5tLhaqmzRJUY6ig&sku=102305767901&cpc=u0nRWckEhehq5hOHp9TvwIccX0XZRZkhBS8h5yaJVEkprJ3UwpZvROYWN61MG_rFYZweEh2QiwKfSgJTbM_iq2tpDpeJfQHTrMqTNcAaOSIQJkygVIZWdHhtJvRwfA5KiDETqYbWCsCIZRUsufJgX1YNhguWtnvxyeL98fI4lsnkVGiy3_FHs-IHbuZqOk9vNBwgJT1KY-4,2,Электроника>Смартфоны и гаджеты>Смартфоны>SENSEIT,3.3,7
"Смартфон Nokia 5530 XpressMusic, 1 SIM, белый",2947,https://market.yandex.ru/product/4743249?offerid=f_WRHdqsEKrvmk6O8lJD4Q&sku=102300925879&cpc=u0nRWckEhej1jN4VELpzA6SdmuRGGXxQXMMR2d8ZKDxuephc03_8k-Pke_7o1aXJqqMnaKSBVvOXXk9-jUZoagPKWl4fTiAO6DUQYtY8xsH4hdfoz6XnfdGMgdci8Rc7FoC80I5oJBnkGuCfqlS77hBH9ca4nnQWknH4nNcdZnJBWg8Aa9UqwMhLdEO4MRdyhWr2-o7et9Fbor-19HNyGjwinmIVKziZNhWAAwmkMUbpqqNsRs8c43sKwhtsxLXuN3De_ZlHchlZ8OQqjGDsLA&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>Nokia,4.5,1243
Телефон Nokia 1200,1290,https://market.yandex.ru/product/1893217402?offerid=pZrWKPyZ_EiFPSntk5khxQ&sku=102087507984&cpc=FeUqkPRRs9MkdqCJl1jBMUWiVtP6nym0Q6JmJYdOMWgf2UssDKnS-d8tAu9fOeFKrtJX7tJ2kLylP7a4N37lu_reCKpJO2USFyIt6-J0DW_Ku2kUZp69bgVfrBzSAKplMZHKy4R_AxAUmFCedzW8dXQzUNzG38ayWpMhq98Tl1zN7RqgnVkmD-7aKQwNcYn7AtkpHP4uFQk,3,Электроника>Смартфоны и гаджеты>Смартфоны>Nokia,4.5,0
"Смартфон TECNO Camon 20 8/256 ГБ, 2 nano SIM, Predawn Black",14750,https://market.yandex.ru/product/1871901596?offerid=Nm_Lv96jZSp0tGK-IHqf-g&sku=102053602774&cpc=FeUqkPRRs9MelcosQObVpLGS61jv7S3KqcI6gRyljewh7D5mP5CqarVfRnAnESZ54tn6EbUFKNfwsxMDgYLYwR21RbXhh7opNBdukoGMVK0PeNhJTbrpwySsjpDNss4_cS_WOy15BOnBQh83oNZJ0KJfsIK7mBjroKSIaGSj26Q8a9hiiegxKjkEoiHN_bzr4jamYDYBjj8,0,Электроника>Смартфоны и гаджеты>Смартфоны>TECNO,5,275
"Смартфон Xiaomi POCO C51 2/64 ГБ RU, Dual nano SIM, royal blue",5754,https://market.yandex.ru/product/1875548185?offerid=s2hd7L77KwVYFM0TNhEpYQ&sku=102051230782&cpc=FeUqkPRRs9O-qg65l4UbX8yoQ6fYI7BnOjmQTKepvezhagrCBf7uDzNq54UKYg56ssf5qcDvhe03qgiL37Q8DjjVV7it-5PRTHe6tNzDe7oagLCVsWvNePeDeszgqn5YycxPNrn1FKrKYSgjVFOVUy78jK3L2ioH9TFQT5fLZuNFUUSP_2SKsto2qGmxJgO1xans58T_XvJ6xsVN05gaOsp7DL3ypKCIGmYabkGClrW7qZqO6Jyf7i8XnBLfleYdhDPs3A20_lORJSU7NvCSqg,3,Электроника>Смартфоны и гаджеты>Смартфоны>Xiaomi,4.5,135
"Телефон VERTEX C312, 2 SIM, черный",1000,https://market.yandex.ru/product/104175066?offerid=uMdKqxo3DkVkEbykf3fpRQ&sku=100934943752&cpc=u0nRWckEhehyMDus9WAd6E2UHe0cuEK_FC8_Xwc4D66QLEEZUw25IztgmqSR9o8g1mXxTbn0R43Trf33w2270cT5ftDJCZhjygPYMLZFW2kHWc2Hg3y-t4DVJoNh1hCe5GmNrslH9ZUZAIgvq9UofFOIcyPS2skxhwaQ0Gc7Jr897V2twrTJwIjlM-9C_r_xa7hQlXWX8Ek&resale_goods=resale_resale&resale_goods_condition=resale_perfect,1,Электроника>Смартфоны и гаджеты>Смартфоны>VERTEX,3.9,14
"Смартфон Lenovo Vibe S1 Lite, micro SIM+nano SIM, белый",2490,https://market.yandex.ru/product/13325395?offerid=L3C9Lfm6G3y0-RwreEVjOw&sku=100210860530&cpc=u0nRWckEhehzXnNijweVqT-HxYnggeuQMx97pfmOpk2UyEsdPlqtuEcyWVT_48UtIw5BcvvhxPlnaxmyQIk-0mXHmwff_w2PynnJVlykphIb6Az4UC262VW4kToGwvZmkXb5OnYCeHBhyhYRfSEzWgwFey7y2vwI4brCN_uliKGAe61-GCtSgLxVBGGOyFeFTfmEmSvv62ZGOAcPYgN_JN675OudpGd86mBhJyliL3YhlrV9O0rZExqY17sMEiWwlq9CfgNKKT8FW1JGxpcZcw&resale_goods=resale_resale&resale_goods_condition=resale_well,2,Электроника>Смартфоны и гаджеты>Смартфоны>Lenovo,2.9,13
Смартфон Apple iPhone 6S,9899,https://market.yandex.ru/product/14209841?hid=91491&nid=34512430&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>Apple,4.4,578
"Телефон Nokia 105 Dual Sim (2013), 2 SIM, черный",,https://market.yandex.ru/product/12741390?offerid=uR31GBWmkneMvPxh_esbBw&sku=100410023840&cpc=u0nRWckEhegqytkbDxXXAdyzNLWi0FrMt49tbPt-9-hH16_M0QlQF7jvMB0FHxPVpcamSf0AKYXQkP7jA6LuEZlqM95VyM0dkKPivCbg1B6Mtgoal0ExvZihcLNYdUIuUdD4xSYwFDUUmRvUwyC09rBjGAJ5mOck84c5K9f5noLCakQcfKa8sjzO9mn5cQt-9SVu-Hj_v38&resale_goods=resale_resale&resale_goods_condition=resale_well,0,Электроника>Смартфоны и гаджеты>Смартфоны>Nokia,4.3,28
"Телефон MAXVI B2, 2 SIM, красный",,https://market.yandex.ru/product/12616335?offerid=DWzrWRIM7muGBZC-RimisA&sku=100707505762&cpc=u0nRWckEhehSaPviI3HhuyuYXMBoCh6LMtRa3mftyAL-Pcr0SfDUtdLl68h_8GvzHT030v5smkqYR9e1HCiHTPN8w_Sdk-kKyams2c_18ttCs7mleCoDpWRVJgXWjEdubuw0uPTiS-zrR_bmyKkrwDJi2Sn42ITAkKj6sgyT2cLITvuBrOvREMjivvnjNZd_uJ9brobZdZYddIaJM-qr0nwnu4x07ZklkotcbI5wYdmyjymkv5ksR67CajEwPeL_ZXnSJvYg_uzhtDEHrtYkqA&resale_goods=resale_resale&resale_goods_condition=resale_excellent,0,Электроника>Смартфоны и гаджеты>Смартфоны>MAXVI,3.9,22
"Смартфон HUAWEI P30 6/128 ГБ RU, Dual nano SIM, светло-голубой",18000,https://market.yandex.ru/product/418966254?offerid=K-SLLUAyewjF2TqbVL0fvg&sku=100610781016&cpc=u0nRWckEhejIE_nmg6aOZNt9c4pAmIGJ_GLlK_SnG4y5_OBUHEQ30iW0xL_6zk_rN_isSNFIxvZw8D-e-xR4JRnjvZn4O4Z3aVb4Z9vBw_PXCmh17IkvWyoMiG6O1PkmCy71tEQg3cOPM9xhH3eTjSkXhFTnJhDLb9dJ7kOILdNfKuBYlr8H5WzMnGcgpZAY8f4LCkZbUVMhw4eRIA9lEFMqv6IOSUKBXyjIds3cfIb_yU2AwigeAI3F-Emzh5ZvEOQYVkJ6pMMRhNqHsP03Jg&resale_goods=resale_resale&resale_goods_condition=resale_excellent,1,Электроника>Смартфоны и гаджеты>Смартфоны>HUAWEI,4.6,329
Nobby 230,3989,https://market.yandex.ru/product/485370008?hid=91491&nid=34512430,4,Электроника>Смартфоны и гаджеты>Смартфоны>Nobby,3.6,88
"Смартфон HUAWEI P smart 2021 4/128 ГБ Global, Dual nano SIM, полночный черный",7490,https://market.yandex.ru/product/701582063?offerid=vWrNr8s36H31JzyFyMUQNg&sku=101489201735&cpc=u0nRWckEheiCyYT8I1J4cQqoQL4ISHMy2-yrPbnbvq6LkUIMwcj1dPuLTi7wtuAQMIxDkwusnlYoQvNspt7_CbYJ6qhOt_l0ykt5Mnwl5Cie5TDGH8lTQ-g-mv_gJhVsdJerMrz2X7p_DzIheHkqoMfreU4cYKeYvlpOg_bhIq2xSqcUKjiHDqjZUzTFBA35Z-AiDN_I69y11zn9R2-a0s2AkcDH9uGh35c83xQ9LnsDTVjVI7iIeO9KEOkn61ZKGetW0i7pONMimNoLtC1eWg&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>HUAWEI,4.5,344
"Смартфон realme X3 Superzoom 12/256 ГБ, Dual nano SIM, синий",22990,https://market.yandex.ru/product/668483660?offerid=D_lzlNEeOojZJYd_4k_CEA&sku=100955655732&cpc=u0nRWckEhehr8xKQIoLGys444hwfHCFzBnOSXwPE1HX1vkvnI7KdTaLX1c-_lJZHpf2Od0cWmkQLYinKKz2avL7NsUg_MLBVCbcOdpkEG2grmefWch-oQZZ96kMWUA5X3a49_h5Bmy__HBJ0AvVXyfrAY1cLtdcunOkS1V9EkLVvhwKnwm49Mf71tnMBAkFlocDQc71pxaA8o9GGnxxgKlWBrFCREkut2YOjS-JLerV9cPDE-vOOmTm2EbXCj_OXq6mhW3m12NoBPi9YR-IEwg&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>realme,4.6,154
"Телефон MAXVI K18, 2 SIM, коричневый",1390,https://market.yandex.ru/product/649657088?offerid=ySc1cbGDnQTzhuDy5LagZQ&sku=100847371007&cpc=u0nRWckEhehlpionCKyVlAU-gK6sirs0dKuitjtyD_M2KS05DxEsFp1h7Q5KmkhOO5fvA3iDpzdUVg2y2ILGkU_0bIJNDV_ENdG_YGaZUyquAAmM2-NHCnG52YDI3mLvIyOMEiHAdWxvW9cOo8Z289n_Tx0_NNrVvqJnrXpn0PJMPm5Rv02XXKqfSOPFQtIqnpER-yNLtxI,3,Электроника>Смартфоны и гаджеты>Смартфоны>MAXVI,4.2,5
"Смартфон HUAWEI P40 Lite 6/128 ГБ RU, 2 SIM, полночный черный",12990,https://market.yandex.ru/product/657023057?offerid=7IrjV-2Q_jfWATAv3L0lEw&sku=100897836840&cpc=u0nRWckEhejONg-bUenSvjZg7TbxFUohX1f9-50rs2RFdbPdn5bT4IldA-NiBHBZ6GAm_Tm3IxOvPEgC8bwyhcU3halFrLbBWvariOOeSYNPvtReadYLuBP-UzfGGeC6i6GsW_ylR35ZPvdJkcTMtj7fasoXibGoKVW6CSwSwNyl7VakPs1cbrkwt5sp2WrERvv1N_xtTWo&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>HUAWEI,4.5,693
Panasonic KX-TF200,2700,https://market.yandex.ru/product/907498245?hid=91491&nid=34512430,3,Электроника>Смартфоны и гаджеты>Смартфоны>Panasonic,4.5,80
"Смартфон BQ 5732L Aurora SE, Dual nano SIM, синий",5200,https://market.yandex.ru/product/642445107?offerid=ixDy9AX6xR4QxU-ahJup7A&sku=100836240989&cpc=u0nRWckEhehrFqNBBXOAY9TcNKHkVOoAKS14AXwBePs7r-2EYk-wAp57EBIZG3alJGOAEOAJHbPw2y9c5CrUBJ73MwMDgsm2rzFMNO866FjBg3TfQOG9mIjO4DjgzfiUFC-vRGnvOuBN20pBJ6vXoMi2vTrWauyv9Cko-sNk8RqWKmUdTJRou7duCRBkWAFvdYN-I9W1zjc3-NYnjONLmbCA9eimyb4_XS9iJKtP899vIGYzUyq_JFq7TiPk8HfAzhjUFS0KrnU&resale_goods=resale_resale&resale_goods_condition=resale_excellent,1,Электроника>Смартфоны и гаджеты>Смартфоны>BQ,4.4,99
Смартфон Xiaomi Mi 9 Lite,,https://market.yandex.ru/product/567012003?offerid=1lRp9C4zaIlbJ4EYNpKcmw&sku=100779101752&cpc=u0nRWckEheimeP3V7DyJrkpLplcIa2RniVPgd5nhZYH4UG5gDhlhZwP2cVewCKfe07mC_rPhjcp44S4VgWL8aaomzncqqe5KrKKNuir-9An7OtGG05qiv3oTK9s9BJAlpC6KJRgIas9caD5vTZcNg4bUgVXnxmHIAyZzZfVVsHhc_ZmhtByZkXE69R-SVq1nEgbg9nhRgivcgqYyEqmu_VfPYIFsrzdkVnrZN6rn0BLs-gDyzuFvOXudKQNEfKw5GTT4JpZAk-7NYsDpw5sxjQ&resale_goods=resale_resale&resale_goods_condition=resale_perfect,0,Электроника>Смартфоны и гаджеты>Смартфоны>Xiaomi,4.7,344
"Смартфон OUKITEL K15 Plus 3/32 ГБ, Dual nano SIM, черный",8500,https://market.yandex.ru/product/1402156097?offerid=wd4jsFl__61Se_TZxoKztg&sku=101393379441&cpc=u0nRWckEhej5GYabgCu7gkckSoaSgBCh8k-2yTiC2aNMICjPpQY16AEbh_vTIMuUF-GE8uiCCDIWs5rKvvhDWCToRiwqnCHVNVM9xZp1xMwDDZm1Xx5pNk8q4w9kQyrh3rdtGVRCFru_3fnkyHBlP4jrOlEj2NauJ_A8Vvdr_NlDcT_pWRVeIfld2A7ebVnTpCWMMrKVeV4&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>OUKITEL,4.2,22
"Телефон teXet TM-D328, 2 SIM, черный",1560,https://market.yandex.ru/product/1731593240?offerid=HkLUnyLcldc0p4LJLAgTqA&sku=100676092814&cpc=u0nRWckEheiHU0J7iisCRfOOA3QV69DmPxfVnKRg1ONTGejcdGrqiT_k_yC57-dwiTPXsH0EldpcsdH4FzjjqwXDZqY5j1WM87sugKFN8-bUHZdFiLNHP_IMpYDBT4DT7JSoLLxSwlARvtBZg8UGceOwkmQ5x1LZbMYvkdsHE3T2GjP6B7DG5ptf_Tv5W0w9i3W4izZM-_M&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>teXet,4.1,67
"Смартфон RugGear RG160, 2 micro SIM, черный",3500,https://market.yandex.ru/product/1729897100?offerid=yT7N2B1H4Ko2yZmseToSdg&sku=102247702728&cpc=u0nRWckEhegpp-_fMqw--m9epUUBbwC1x6MMejR1w-HhGhNryAbKSZppLHJIO50r6TnyGu0tnkbikljS3qRfhdjNR9gf0XkPRSkQ7DEbuZPnCOK91HOXFkn2tieY_on2CXeeRPY8pgYvWiAR2ZoHKvBOCrtR7NwlARTC3tAprDplkepdDZq2l73qb-nB89Hw7Zq7a9SJeV8&resale_goods=resale_resale&resale_goods_condition=resale_excellent,1,Электроника>Смартфоны и гаджеты>Смартфоны>RugGear,3.4,11
Смартфон Xiaomi POCO X4 Pro 5G,20390,https://market.yandex.ru/product/1736160925?hid=91491&nid=34512430,15,Электроника>Смартфоны и гаджеты>Смартфоны>Xiaomi,4.8,1156
"Смартфон realme 9 4G 6/128 ГБ Global для РФ, Dual nano SIM, черный",12990,https://market.yandex.ru/product/1745851627?offerid=C3bRpuqdmsjnDUbyGXS-Yg&sku=101708809177&cpc=u0nRWckEhehgKJwJD7ylVZ7amjB83OguGCYnOlWeklxhbWC57H560AN8tHth5Clbx-nbcmi3M2hn4sBrkiWeaS3FobAf64G_NVbwG5XbuQYcjj5X7x7N1orvD3qNTstKd7wtMueahPxaKX4TIjrEsXxvisXVgLFQv3_JhsW_ga-gtIvqqpvHMwUcxE3Jio9Fe2jxMhnwVa_us-HefuaC1ZT92NXST9RoLSzXwb4ykTb-v7F37PKJyaPeM6530C22e3BBT87Xi_ITxFNHKSsVlA&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>realme,4.8,274
"Телефон SATREND К8, Dual nano SIM, белый",1438,https://market.yandex.ru/product/1761582934?offerid=PlFw0w9oJu1vxRJ-xP0MsA&sku=101807518176&cpc=u0nRWckEhejwghANdk4SxBCO3AYMoND20Qnj0ZyeyH07CGvvxymjHYLQLNYiYedzDans8lmxsPhD6r4V-WXah5--wSosnlnGO7rl3y-0t262-z06H1Hyxkl6HAQlfuejAWP3uWaIs_5ApqArnFV3XPoQmtc45Scqer8aUtp-ohhyabM6lxaVqLZIQHBSgkZI4CC4BNPF1gU,14,Электроника>Смартфоны и гаджеты>Смартфоны>SATREND,4.3,16
"Смартфон Xiaomi Redmi 10C 4/128 ГБ Global, Dual nano SIM, серый графит",10788,https://market.yandex.ru/product/1749529380?offerid=b-cw6Mh0Qzvlk81C2OFdEw&sku=101734172734&cpc=u0nRWckEhehG8hL_J23VKsHPPMSxWO7cQA_H7M3DBMx-oILscyZFHp-z0Kf57hi_xZirLEJnGTizD5wxkLLcA0p6FNOD_zbOXHPslluozV1yHyQJfUffjkwqcBMbrFrYeibg5OiqbaIshjra6i1EdxpJ6PBdo3NnCwNoMQnXT_Hbqb-gX4JKeZsoAof9MAD4GGfUIFTmAgk&resale_goods=resale_resale&resale_goods_condition=resale_well,1,Электроника>Смартфоны и гаджеты>Смартфоны>Xiaomi,4.8,2129
"Смартфон TECNO POVA 4 Pro 8/256 ГБ, 2 SIM, Серый уранолит",16990,https://market.yandex.ru/product/1771811109?offerid=lAoNl0BenfdoQqDCZd1Qlg&sku=101830765738&cpc=u0nRWckEhejWOnQUads5xib5Ji3thRyyIKTvB9tITh9MvxtoBay1pAR2Z4pgKf6XhChPF7CoF28ZBciAX_3y2eCU0JQ4t_v-xPjyn_f_ixCaF7G6h9_bAvvo3M8fQPlQeLXwHsJp8gSm7R6-PLV97VZuYr8BQCxp8TbQ9hPnhU-0b-XPThJvRyTBpOXa9EfHvbnSQjG37aA&resale_goods=resale_resale&resale_goods_condition=resale_excellent,1,Электроника>Смартфоны и гаджеты>Смартфоны>TECNO,4.7,338
Смартфон HUAWEI Mate 50 Pro,52900,https://market.yandex.ru/product/1776492602?hid=91491&nid=34512430&resale_goods=resale_resale&resale_goods_condition=resale_excellent,1,Электроника>Смартфоны и гаджеты>Смартфоны>HUAWEI,4.8,252
"Смартфон vivo V25 8/256 ГБ RU, Dual nano SIM, черный бриллиант",,https://market.yandex.ru/product/1770169204?offerid=ZDKYnST3f2gSRAfPGV0WSA&sku=101820266737&cpc=u0nRWckEhejPNzyXFPT3uEO8B5SazCzdremlTKw7GO1Joc4tAHMIVDjWAWvmPnjwpY6WGFTNrwBQ_tV6vUA1vLtidQIigtgnXPz3ku03mrnaI4Vo0-0o6vF5hFQD2xC4a5HHYqzyqYjjmewGI96h0DbrwMKTQD74Rb_E9zvuSefp1QqcZHQq9R5hEgZo-hbI-iNX3LO-YnWV10ZIZrTd2Fk82Agh2PO_n8ggLq3Sf--yycjwwjZ8Sd6-1WkebUcJlHkQm7JEtNE9M_VZU9qi5PrgFnKfFn8QLoILc56nSPzYIvAGa2r_DpQ--yg9ooPf,0,Электроника>Смартфоны и гаджеты>Смартфоны>vivo,4.8,72
"Смартфон Apple iPhone 14 Pro 256 ГБ, Dual: nano SIM + eSIM, серебристый",,https://market.yandex.ru/product/1768753751?offerid=f8AmBrmQyQFDj4L5LVWQAQ&sku=101813092758&cpc=u0nRWckEhehW3QYhpNADwdajR83ydYHPMyg1_kzsfAcwGoKNrDJCmW8a63Bvy-r9K3_dUeKexdh5i0acN5-GIkn_hmy438RF-Yww81pSNDkxlP2EJu_qd4HKL58LnNq7tTuYGs656xjmJTM6UXQyc62KP64u4u53EpDUoG6wyvtpgVmqK6vxBBPZXDeo95v4y_xoDuibND8,0,Электроника>Смартфоны и гаджеты>Смартфоны>Apple,4.9,1837
Кнопочный телефон Nobby 220 Красный,770,https://market.yandex.ru/product/1804064597?offerid=jcA-l7PentDkCl8wHCQGVw&sku=101896673033&cpc=u0nRWckEhegpQ-4Ysyuq77XG3unB-nf0BR7QckUeaOODOSVInRCXcOs-3snHRgWSrk1DzqU-Q2S0ofSDl3oVw1pe3UqagRpSkIgs1aKCbWZavJguyMzzxM3S_U0q_Cm_1TON9F2HVskQwsew9ePpee83QHoFA7U-q1VkrQxSI3X3RTey4i2SBFtZJ0NDx22UWFAPg0On_eGmugPhQHUJXn71Q1MOLrBFkslDw7HXqr-qmuDaQ4F_39WnSXN-oHwzFCjaLEgUl1GXcLjo0DgSMQ&resale_goods=resale_resale&resale_goods_condition=resale_well,19,Электроника>Смартфоны и гаджеты>Смартфоны>Nobby,0,0
